,code,coname,carm,yy,mm,dd,title
20004,830,삼성물산,-0.002405868,2014.0,7.0,21.0,"건설-중국자본, 한국 부동산개발사업에 +α"
20031,12630,HDC,0.0711941317,2014.0,7.0,21.0,"건설-중국자본, 한국 부동산개발사업에 +α"
20036,28050,삼성엔지니어링,0.0195941317,2014.0,7.0,21.0,"건설-중국자본, 한국 부동산개발사업에 +α"
8761,9830,한화솔루션,0.0817194655,2009.0,3.0,17.0,석유화학-1Q09 석유화학 실적 당초 예상 상회 전망
8766,11170,롯데케미칼,0.0436194655,2009.0,3.0,17.0,석유화학-1Q09 석유화학 실적 당초 예상 상회 전망
8767,11780,금호석유,0.1145194655,2009.0,3.0,17.0,석유화학-1Q09 석유화학 실적 당초 예상 상회 전망
8792,51910,LG화학,-0.051480535,2009.0,3.0,17.0,석유화학-1Q09 석유화학 실적 당초 예상 상회 전망
8794,64420,케이피케미칼,-0.041180535,2009.0,3.0,17.0,석유화학-1Q09 석유화학 실적 당초 예상 상회 전망
7026,103140,풍산,0.0930310354,2016.0,1.0,29.0,풍산-가격 약세와 수요 부진의 이중고(二重苦)
7027,103140,풍산,0.0930310354,2016.0,1.0,29.0,풍산-가격 약세와 수요 부진의 이중고(二重苦)
30297,36460,한국가스공사,0.0111171787,2017.0,2.0,15.0,한국가스공사-인플레이션은 나의 힘
30298,36460,한국가스공사,0.0111171787,2017.0,2.0,15.0,한국가스공사-인플레이션은 나의 힘
6666,60,메리츠화재,0.0033333197,2015.0,12.0,1.0,손해보험-10월 실적 리뷰 - 대체로 무난했던 결과
6668,810,삼성화재,-0.00926668,2015.0,12.0,1.0,손해보험-10월 실적 리뷰 - 대체로 무난했던 결과
6670,1450,현대해상,-0.04276668,2015.0,12.0,1.0,손해보험-10월 실적 리뷰 - 대체로 무난했던 결과
6672,2550,KB손해보험,0.0134333197,2015.0,12.0,1.0,손해보험-10월 실적 리뷰 - 대체로 무난했던 결과
6674,5830,DB손해보험,0.0280333197,2015.0,12.0,1.0,손해보험-10월 실적 리뷰 - 대체로 무난했던 결과
32400,5300,롯데칠성,0.023270613,2017.0,1.0,17.0,음식료-4Q16 Preview 및 투자전략
32409,5990,매일홀딩스,0.105270613,2017.0,1.0,17.0,음식료-4Q16 Preview 및 투자전략
32410,5990,매일홀딩스,0.105270613,2017.0,1.0,17.0,음식료-4Q16 Preview 및 투자전략
6440,2550,KB손해보험,0.0379427061,2015.0,8.0,3.0,KB손해보험
7323,2550,KB손해보험,0.0338360794,2017.0,1.0,18.0,KB손해보험
7387,2550,KB손해보험,-0.004039407,2017.0,1.0,31.0,KB손해보험
9964,9150,삼성전기,0.0319514819,2010.0,3.0,17.0,삼성전기-실적이 주가 상승을 견인하다!
9965,9150,삼성전기,0.0319514819,2010.0,3.0,17.0,삼성전기-실적이 주가 상승을 견인하다!
21983,31430,신세계인터내셔날,0.0046652939,2014.0,10.0,6.0,의류-3Q14 Preview 및 투자전략
22010,84870,TBH글로벌,-0.075434706,2014.0,10.0,6.0,의류-3Q14 Preview 및 투자전략
40081,5490,POSCO,0.0612189567,2015.0,12.0,21.0,POSCO-4Q 실적 컨센서스 하회. 내년 개선 기대
40082,5490,POSCO,0.0612189567,2015.0,12.0,21.0,POSCO-4Q 실적 컨센서스 하회. 내년 개선 기대
34523,84010,대한제강,-0.084740416,2018.0,11.0,14.0,금속 및 광물-철근업체 3Q18 review: 자본활용이 점차 중요해질 것
34524,84010,대한제강,-0.084740416,2018.0,11.0,14.0,금속 및 광물-철근업체 3Q18 review: 자본활용이 점차 중요해질 것
34536,104700,한국철강,-0.061940416,2018.0,11.0,14.0,금속 및 광물-철근업체 3Q18 review: 자본활용이 점차 중요해질 것
5060,66570,LG전자,0.059705451,2010.0,1.0,28.0,"LG전자-스마트폰에 대한 우려, 이미 주가는 알고 있다"
5061,66570,LG전자,0.059705451,2010.0,1.0,28.0,"LG전자-스마트폰에 대한 우려, 이미 주가는 알고 있다"
15460,10140,삼성중공업,0.0079865559,2012.0,2.0,3.0,삼성중공업-적진이 코앞이다! 턴어라운드 관점에서 접근하자
15461,10140,삼성중공업,0.0079865559,2012.0,2.0,3.0,삼성중공업-적진이 코앞이다! 턴어라운드 관점에서 접근하자
26245,1800,오리온홀딩스,0.0043126723,2015.0,12.0,11.0,음식료/담배-15/16년 곡물 재고율 등락 → 곡물가격 보합선 유지 전망
26262,4370,농심,0.0057126723,2015.0,12.0,11.0,음식료/담배-15/16년 곡물 재고율 등락 → 곡물가격 보합선 유지 전망
26264,4990,롯데지주,0.0590126723,2015.0,12.0,11.0,음식료/담배-15/16년 곡물 재고율 등락 → 곡물가격 보합선 유지 전망
26267,5180,빙그레,0.0212126723,2015.0,12.0,11.0,음식료/담배-15/16년 곡물 재고율 등락 → 곡물가격 보합선 유지 전망
26269,5300,롯데칠성,0.0214126723,2015.0,12.0,11.0,음식료/담배-15/16년 곡물 재고율 등락 → 곡물가격 보합선 유지 전망
26276,5990,매일홀딩스,-0.000287328,2015.0,12.0,11.0,음식료/담배-15/16년 곡물 재고율 등락 → 곡물가격 보합선 유지 전망
26330,33780,KT&G,0.0324126723,2015.0,12.0,11.0,음식료/담배-15/16년 곡물 재고율 등락 → 곡물가격 보합선 유지 전망
26376,97950,CJ제일제당,-0.011387328,2015.0,12.0,11.0,음식료/담배-15/16년 곡물 재고율 등락 → 곡물가격 보합선 유지 전망
29382,23160,태광,0.0233861333,2016.0,4.0,11.0,조선/기계-선박연료 변화는 정제시설 투자를 더욱 늘린다
29403,36560,영풍정밀,-0.001913867,2016.0,4.0,11.0,조선/기계-선박연료 변화는 정제시설 투자를 더욱 늘린다
22964,17670,SK텔레콤,0.0086304546,2015.0,12.0,15.0,통신서비스/미디어-연말 방어 및 내년 성장 포트폴리오 제안
22994,32640,LG유플러스,0.0599304546,2015.0,12.0,15.0,통신서비스/미디어-연말 방어 및 내년 성장 포트폴리오 제안
23009,36420,제이콘텐트리,-0.035469545,2015.0,12.0,15.0,통신서비스/미디어-연말 방어 및 내년 성장 포트폴리오 제안
23013,37560,LG헬로비전,-0.130569545,2015.0,12.0,15.0,통신서비스/미디어-연말 방어 및 내년 성장 포트폴리오 제안
23042,53210,스카이라이프,0.0172304546,2015.0,12.0,15.0,통신서비스/미디어-연말 방어 및 내년 성장 포트폴리오 제안
23110,130960,CJ E&M,-0.074669545,2015.0,12.0,15.0,통신서비스/미디어-연말 방어 및 내년 성장 포트폴리오 제안
32775,31430,신세계인터내셔날,-0.029375181,2017.0,1.0,11.0,화장품/의류/유통-4Q16 Preview 및 투자전략
32814,81660,휠라홀딩스,-0.038675181,2017.0,1.0,11.0,화장품/의류/유통-4Q16 Preview 및 투자전략
12797,5490,POSCO,-0.035596945,2011.0,10.0,24.0,POSCO-업황 약세 속에 양적 성장 정책 지속
12798,5490,POSCO,-0.035596945,2011.0,10.0,24.0,POSCO-업황 약세 속에 양적 성장 정책 지속
44052,12630,HDC,-0.016355652,2016.0,2.0,4.0,"현대산업-순이익은 아쉽지만, 매력적인 주택 마진"
44053,12630,HDC,-0.016355652,2016.0,2.0,4.0,"현대산업-순이익은 아쉽지만, 매력적인 주택 마진"
35391,23410,유진기업,-0.0506514,2018.0,2.0,13.0,건설/부동산-2년 연속 국내건설 160조 시대와 사야 할 기업
35438,53690,한미글로벌,-0.0434514,2018.0,2.0,13.0,건설/부동산-2년 연속 국내건설 160조 시대와 사야 할 기업
36598,5930,삼성전자,-0.000898628,2010.0,4.0,7.0,삼성전자-부품과 SET의 안정적인 조합으로 사상최대 실적 달성
36599,5930,삼성전자,-0.000898628,2010.0,4.0,7.0,삼성전자-부품과 SET의 안정적인 조합으로 사상최대 실적 달성
7473,20000,한섬,-0.018124144,2017.0,1.0,20.0,"의류-브랜드 4Q16 Preview: 소비 부진 영향권, Catalyst 모색 과정"
7490,84870,TBH글로벌,0.1009758557,2017.0,1.0,20.0,"의류-브랜드 4Q16 Preview: 소비 부진 영향권, Catalyst 모색 과정"
7491,93050,LF,0.0097758557,2017.0,1.0,20.0,"의류-브랜드 4Q16 Preview: 소비 부진 영향권, Catalyst 모색 과정"
36105,28080,휴맥스홀딩스,0.1376220851,2009.0,1.0,21.0,"휴맥스-4Q Earning Surprise 예상, 09년도 이익 전망도 나쁘지 않아"
36106,28080,휴맥스홀딩스,0.1376220851,2009.0,1.0,21.0,"휴맥스-4Q Earning Surprise 예상, 09년도 이익 전망도 나쁘지 않아"
25165,6650,대한유화,0.0223894915,2015.0,11.0,16.0,2016년 정유/화학에 일어날 수 있는 일들-하이브리드가 재평가 받을 차례이다!
25168,7690,국도화학,-0.008510509,2015.0,11.0,16.0,2016년 정유/화학에 일어날 수 있는 일들-하이브리드가 재평가 받을 차례이다!
25174,9830,한화솔루션,0.1510894915,2015.0,11.0,16.0,2016년 정유/화학에 일어날 수 있는 일들-하이브리드가 재평가 받을 차례이다!
25186,11790,SKC,-0.013510509,2015.0,11.0,16.0,2016년 정유/화학에 일어날 수 있는 일들-하이브리드가 재평가 받을 차례이다!
25197,25850,한화화인케미칼,-0.096010509,2015.0,11.0,16.0,2016년 정유/화학에 일어날 수 있는 일들-하이브리드가 재평가 받을 차례이다!
25242,120110,코오롱인더,0.0084894915,2015.0,11.0,16.0,2016년 정유/화학에 일어날 수 있는 일들-하이브리드가 재평가 받을 차례이다!
32732,1800,오리온홀딩스,0.0100585524,2017.0,2.0,17.0,"오리온-예상치 상회에도 불구, 단기부담은 지속"
32733,1800,오리온홀딩스,0.0100585524,2017.0,2.0,17.0,"오리온-예상치 상회에도 불구, 단기부담은 지속"
26903,5940,NH투자증권,0.083027838,2016.0,1.0,26.0,증권-2015년 4분기 실적 Preview 및 투자의견 점검
26928,37620,미래에셋증권,-0.005272162,2016.0,1.0,26.0,증권-2015년 4분기 실적 Preview 및 투자의견 점검
26942,71050,한국금융지주,0.049227838,2016.0,1.0,26.0,증권-2015년 4분기 실적 Preview 및 투자의견 점검
24252,9240,한샘,0.0003048807,2015.0,12.0,24.0,건축자재-건자재이야기 4) 인테리어
24377,108670,LG하우시스,0.0024048807,2015.0,12.0,24.0,건축자재-건자재이야기 4) 인테리어
32768,20000,한섬,-0.092731504,2017.0,2.0,10.0,"한섬-2017년, 기로에 서다"
32769,20000,한섬,-0.092731504,2017.0,2.0,10.0,"한섬-2017년, 기로에 서다"
32779,33780,KT&G,0.0338758557,2017.0,1.0,20.0,KT&G-하방경직이 유효한 주가 수준
32780,33780,KT&G,0.0338758557,2017.0,1.0,20.0,KT&G-하방경직이 유효한 주가 수준
21741,5490,POSCO,-0.020941887,2014.0,1.0,29.0,POSCO-속도의 문제는 있지만 방향성은 전환중
21742,5490,POSCO,-0.020941887,2014.0,1.0,29.0,POSCO-속도의 문제는 있지만 방향성은 전환중
41865,33780,KT&G,0.0948792584,2017.0,11.0,6.0,KT&G-여러모로 매력적인 구간
41866,33780,KT&G,0.0948792584,2017.0,11.0,6.0,KT&G-여러모로 매력적인 구간
24258,10130,고려아연,0.0161891862,2015.0,3.0,11.0,철강/금속-Steel struggling
24264,10520,현대하이스코,0.0053891862,2015.0,3.0,11.0,철강/금속-Steel struggling
41786,192820,코스맥스,0.0945171787,2017.0,2.0,15.0,코스맥스-보여줄 것이 많은 2017년이 기대된다
41787,192820,코스맥스,0.0945171787,2017.0,2.0,15.0,코스맥스-보여줄 것이 많은 2017년이 기대된다
11526,5180,빙그레,0.0688136569,2011.0,11.0,8.0,빙그레-장수 브랜드의 힘을 드러내다!
15518,5180,빙그레,0.0298161866,2012.0,5.0,22.0,빙그레-장수 브랜드의 힘을 드러내다!
4584,9830,한화솔루션,-0.012088525,2011.0,1.0,18.0,석유화학-정전으로 인한 부정적 효과는 일시적
4585,51910,LG화학,-0.037688525,2011.0,1.0,18.0,석유화학-정전으로 인한 부정적 효과는 일시적
19705,49800,우진플라임,0.0658009001,2013.0,7.0,1.0,우진플라임-성수기 도래로 2분기 최대 실적 예상
19706,49800,우진플라임,0.0658009001,2013.0,7.0,1.0,우진플라임-성수기 도래로 2분기 최대 실적 예상
15129,10130,고려아연,-0.048786188,2011.0,11.0,21.0,"고려아연-금, 은가격 차별화 당분간 지속될 전망"
15130,10130,고려아연,-0.048786188,2011.0,11.0,21.0,"고려아연-금, 은가격 차별화 당분간 지속될 전망"
44187,84010,대한제강,0.0328013845,2016.0,11.0,7.0,철강금속-기대인플레이션과 비철금속 그리고 안정적인 철강
44191,104700,한국철강,0.0290013845,2016.0,11.0,7.0,철강금속-기대인플레이션과 비철금속 그리고 안정적인 철강
41636,270,기아차,-0.005789729,2016.0,11.0,18.0,자동차-10월 유럽: 현대기아차 호조 지속
41642,5380,현대차,0.0176102713,2016.0,11.0,18.0,자동차-10월 유럽: 현대기아차 호조 지속
7759,1430,세아베스틸,0.0283553233,2018.0,11.0,9.0,"세아베스틸-3Q 실적부진, valuation 매력은 충분"
7760,1430,세아베스틸,0.0283553233,2018.0,11.0,9.0,"세아베스틸-3Q 실적부진, valuation 매력은 충분"
7361,4370,농심,-0.031505928,2017.0,10.0,12.0,농심-Valuation이 부담이지만
7362,4370,농심,-0.031505928,2017.0,10.0,12.0,농심-Valuation이 부담이지만
33151,128940,한미약품,0.0293640355,2017.0,11.0,1.0,한미약품-신규 처방의약품 매출 증가와 판관비 개선으로 수익성 증가
33152,128940,한미약품,0.0293640355,2017.0,11.0,1.0,한미약품-신규 처방의약품 매출 증가와 판관비 개선으로 수익성 증가
25156,5490,POSCO,-0.010668524,2015.0,11.0,17.0,"POSCO-뼈를 깎이고, 뼈를 깎는다"
25157,5490,POSCO,-0.010668524,2015.0,11.0,17.0,"POSCO-뼈를 깎이고, 뼈를 깎는다"
23134,3490,대한항공,0.0105176232,2015.0,12.0,2.0,대한항공-아시아 대형항공사의 동반 valuation 할인
23135,3490,대한항공,0.0105176232,2015.0,12.0,2.0,대한항공-아시아 대형항공사의 동반 valuation 할인
6127,2550,KB손해보험,0.0429409844,2014.0,12.0,10.0,LIG손해보험-싼 것이 미덕
6128,2550,KB손해보험,0.0429409844,2014.0,12.0,10.0,LIG손해보험-싼 것이 미덕
10804,9150,삼성전기,0.0319514819,2010.0,3.0,17.0,삼성전기-유일한 Risk는 Risk가 없다는 것이다
10805,9150,삼성전기,0.0319514819,2010.0,3.0,17.0,삼성전기-유일한 Risk는 Risk가 없다는 것이다
12472,6400,삼성SDI,-0.076108223,2011.0,3.0,21.0,삼성SDI-본업에서 가치를 찾자
12473,6400,삼성SDI,-0.076108223,2011.0,3.0,21.0,삼성SDI-본업에서 가치를 찾자
35192,1430,세아베스틸,0.0472478709,2018.0,1.0,23.0,"세아베스틸-비관적이진 않지만, 낙관적이지도 않다"
35193,1430,세아베스틸,0.0472478709,2018.0,1.0,23.0,"세아베스틸-비관적이진 않지만, 낙관적이지도 않다"
31582,103140,풍산,0.027165084,2017.0,2.0,9.0,풍산-방산 수출 둔화도 막지 못할 신동사업 실적 개선
31583,103140,풍산,0.027165084,2017.0,2.0,9.0,풍산-방산 수출 둔화도 막지 못할 신동사업 실적 개선
43355,42660,대우조선해양,-0.096615375,2011.0,11.0,3.0,대우조선해양-4Q11 영업이익 버티고 순이익에서 저조할 것
43518,42660,대우조선해양,0.0962334373,2012.0,2.0,6.0,대우조선해양-4Q11 영업이익 버티고 순이익에서 저조할 것
5816,103140,풍산,-0.011738372,2013.0,1.0,31.0,풍산-4분기 부진. 신동 수익성 개선이 조금 더 필요
5817,103140,풍산,-0.011738372,2013.0,1.0,31.0,풍산-4분기 부진. 신동 수익성 개선이 조금 더 필요
41134,880,한화,0.0090579129,2016.0,12.0,1.0,한화-실적 개선 속도 기대치 상회
41135,880,한화,0.0090579129,2016.0,12.0,1.0,한화-실적 개선 속도 기대치 상회
6456,39130,하나투어,0.0425233086,2015.0,11.0,3.0,하나투어-불가피했던 실적 부진
6457,39130,하나투어,0.0425233086,2015.0,11.0,3.0,하나투어-불가피했던 실적 부진
30971,670,영풍,-0.0016528,2017.0,1.0,9.0,"철강금속-4Q16 프리뷰: 철강 흐림, 비철 맑음"
30977,4020,현대제철,0.0123471997,2017.0,1.0,9.0,"철강금속-4Q16 프리뷰: 철강 흐림, 비철 맑음"
31566,79160,CJ CGV,-0.096801378,2017.0,8.0,10.0,CJ CGV-국내 실적 개선 시점이 관건
31567,79160,CJ CGV,-0.096801378,2017.0,8.0,10.0,CJ CGV-국내 실적 개선 시점이 관건
24717,270,기아차,0.0316233086,2015.0,11.0,3.0,자동차-10월 판매 : 거침없는 내수 판매
24740,5380,현대차,0.0687233086,2015.0,11.0,3.0,자동차-10월 판매 : 거침없는 내수 판매
32536,4370,농심,-0.000275181,2017.0,1.0,11.0,"농심-4분기는 전년대비 감익, 올해부터 증익 전환 전망"
32537,4370,농심,-0.000275181,2017.0,1.0,11.0,"농심-4분기는 전년대비 감익, 올해부터 증익 전환 전망"
34280,1230,동국제강,-0.056616885,2018.0,12.0,20.0,동국제강-4Q18 Preview: 컨센서스 부합 전망
34281,1230,동국제강,-0.056616885,2018.0,12.0,20.0,동국제강-4Q18 Preview: 컨센서스 부합 전망
25125,36830,솔브레인,0.1214613866,2015.0,3.0,2.0,솔브레인-Back to Normal
25126,36830,솔브레인,0.1214613866,2015.0,3.0,2.0,솔브레인-Back to Normal
18860,3540,대신증권,-0.016265207,2013.0,3.0,6.0,대신증권
18861,3540,대신증권,-0.006343583,2013.0,7.0,8.0,대신증권
6518,60,메리츠화재,0.0004133196,2015.0,9.0,8.0,메리츠화재-불안한 자보 M/S가 여전히 부담
6519,60,메리츠화재,0.0004133196,2015.0,9.0,8.0,메리츠화재-불안한 자보 M/S가 여전히 부담
26393,270,기아차,0.0286228911,2015.0,12.0,14.0,자동차-정책 효과 이후 불확실성
26396,5380,현대차,0.0040228911,2015.0,12.0,14.0,자동차-정책 효과 이후 불확실성
31399,161390,한국타이어앤테크놀로지,-0.040236997,2017.0,2.0,6.0,한국타이어-길게 들고 가자
31400,161390,한국타이어앤테크놀로지,-0.000925679,2017.0,12.0,5.0,한국타이어-길게 들고 가자
30624,36830,솔브레인,0.0095571118,2017.0,1.0,23.0,Display-1월 Panel 가격 Update
30651,101490,에스앤에스텍,0.0372571118,2017.0,1.0,23.0,Display-1월 Panel 가격 Update
11076,51910,LG화학,0.0146767956,2010.0,3.0,15.0,LG화학-화학부문 실적이 예상보다 양호하다
11077,51910,LG화학,0.0146767956,2010.0,3.0,15.0,LG화학-화학부문 실적이 예상보다 양호하다
24401,60,메리츠화재,0.0300782236,2015.0,10.0,26.0,보험-3Q Preview - 양호한 펀더멘털 지속
24437,3690,코리안리,0.0330782236,2015.0,10.0,26.0,보험-3Q Preview - 양호한 펀더멘털 지속
24664,82640,동양생명,-0.008021776,2015.0,10.0,26.0,보험-3Q Preview - 양호한 펀더멘털 지속
36702,15760,한국전력,-0.023276507,2010.0,3.0,19.0,"한국전력-원자력 업종 최선호주, 한국의 EDF를 꿈꾸며"
36703,15760,한국전력,-0.023276507,2010.0,3.0,19.0,"한국전력-원자력 업종 최선호주, 한국의 EDF를 꿈꾸며"
35064,95570,AJ네트웍스,-0.006152129,2018.0,10.0,2.0,AJ네트웍스-업황 Update
35065,95570,AJ네트웍스,-0.006152129,2018.0,10.0,2.0,AJ네트웍스-업황 Update
5403,660,SK하이닉스,-0.040758903,2011.0,2.0,21.0,하이닉스-역사적 신고가에 도전
